docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
2129,http://tarski.cs-i.brandeis.edu:8181/data/all/2129.pdf,,,,,,,
11047,http://tarski.cs-i.brandeis.edu:8181/data/all/11047.pdf,,,,,,,
1493,http://tarski.cs-i.brandeis.edu:8181/data/all/1493.pdf,,,,,,,
7387,http://tarski.cs-i.brandeis.edu:8181/data/all/7387.pdf,,,,,,,
4069,http://tarski.cs-i.brandeis.edu:8181/data/all/4069.pdf,,,,,,,
10969,http://tarski.cs-i.brandeis.edu:8181/data/all/10969.pdf,,,,,,,
6455,http://tarski.cs-i.brandeis.edu:8181/data/all/6455.pdf,,,,,,,
257570,http://tarski.cs-i.brandeis.edu:8181/data/all/257570.pdf,,,,,,,
29,http://tarski.cs-i.brandeis.edu:8181/data/all/29.pdf,,,,,,,
16799,http://tarski.cs-i.brandeis.edu:8181/data/all/16799.pdf,,,,,,,
39755,http://tarski.cs-i.brandeis.edu:8181/data/all/39755.pdf,,,,,,,
18016,http://tarski.cs-i.brandeis.edu:8181/data/all/18016.pdf,,,,,,,
132472,http://tarski.cs-i.brandeis.edu:8181/data/all/132472.pdf,,,,,,,
4790,http://tarski.cs-i.brandeis.edu:8181/data/all/4790.pdf,,,,,,,
7214,http://tarski.cs-i.brandeis.edu:8181/data/all/7214.pdf,,,,,,,
3134,http://tarski.cs-i.brandeis.edu:8181/data/all/3134.pdf,,,,,,,
36145,http://tarski.cs-i.brandeis.edu:8181/data/all/36145.pdf,,,,,,,
2530,http://tarski.cs-i.brandeis.edu:8181/data/all/2530.pdf,,,,,,,
4698,http://tarski.cs-i.brandeis.edu:8181/data/all/4698.pdf,,,,,,,
7474,http://tarski.cs-i.brandeis.edu:8181/data/all/7474.pdf,,,,,,,
28123,http://tarski.cs-i.brandeis.edu:8181/data/all/28123.pdf,,,,,,,
10285,http://tarski.cs-i.brandeis.edu:8181/data/all/10285.pdf,,,,,,,
3557,http://tarski.cs-i.brandeis.edu:8181/data/all/3557.pdf,,,,,,,
10638,http://tarski.cs-i.brandeis.edu:8181/data/all/10638.pdf,,,,,,,
30885,http://tarski.cs-i.brandeis.edu:8181/data/all/30885.pdf,,,,,,,
895,http://tarski.cs-i.brandeis.edu:8181/data/all/895.pdf,,,,,,,
11589,http://tarski.cs-i.brandeis.edu:8181/data/all/11589.pdf,,,,,,,
7456,http://tarski.cs-i.brandeis.edu:8181/data/all/7456.pdf,,,,,,,
192,http://tarski.cs-i.brandeis.edu:8181/data/all/192.pdf,,,,,,,
62,http://tarski.cs-i.brandeis.edu:8181/data/all/62.pdf,,,,,,,
314200,http://tarski.cs-i.brandeis.edu:8181/data/all/314200.pdf,,,,,,,
18002,http://tarski.cs-i.brandeis.edu:8181/data/all/18002.pdf,,,,,,,
267270,http://tarski.cs-i.brandeis.edu:8181/data/all/267270.pdf,,,,,,,
45244,http://tarski.cs-i.brandeis.edu:8181/data/all/45244.pdf,,,,,,,
283223,http://tarski.cs-i.brandeis.edu:8181/data/all/283223.pdf,,,,,,,
282896,http://tarski.cs-i.brandeis.edu:8181/data/all/282896.pdf,,,,,,,
3680,http://tarski.cs-i.brandeis.edu:8181/data/all/3680.pdf,,,,,,,
26348,http://tarski.cs-i.brandeis.edu:8181/data/all/26348.pdf,,,,,,,
2504,http://tarski.cs-i.brandeis.edu:8181/data/all/2504.pdf,,,,,,,
318026,http://tarski.cs-i.brandeis.edu:8181/data/all/318026.pdf,,,,,,,
19243,http://tarski.cs-i.brandeis.edu:8181/data/all/19243.pdf,,,,,,,
321891,http://tarski.cs-i.brandeis.edu:8181/data/all/321891.pdf,,,,,,,
255892,http://tarski.cs-i.brandeis.edu:8181/data/all/255892.pdf,,,,,,,
12066,http://tarski.cs-i.brandeis.edu:8181/data/all/12066.pdf,,,,,,,
7489,http://tarski.cs-i.brandeis.edu:8181/data/all/7489.pdf,,,,,,,
1463,http://tarski.cs-i.brandeis.edu:8181/data/all/1463.pdf,,,,,,,
301483,http://tarski.cs-i.brandeis.edu:8181/data/all/301483.pdf,,,,,,,
145661,http://tarski.cs-i.brandeis.edu:8181/data/all/145661.pdf,,,,,,,
13481,http://tarski.cs-i.brandeis.edu:8181/data/all/13481.pdf,,,,,,,
34765,http://tarski.cs-i.brandeis.edu:8181/data/all/34765.pdf,,,,,,,
30986,http://tarski.cs-i.brandeis.edu:8181/data/all/30986.pdf,,,,,,,
255646,http://tarski.cs-i.brandeis.edu:8181/data/all/255646.pdf,,,,,,,
11579,http://tarski.cs-i.brandeis.edu:8181/data/all/11579.pdf,,,,,,,
27103,http://tarski.cs-i.brandeis.edu:8181/data/all/27103.pdf,,,,,,,
20469,http://tarski.cs-i.brandeis.edu:8181/data/all/20469.pdf,,,,,,,
256564,http://tarski.cs-i.brandeis.edu:8181/data/all/256564.pdf,,,,,,,
28518,http://tarski.cs-i.brandeis.edu:8181/data/all/28518.pdf,,,,,,,
283325,http://tarski.cs-i.brandeis.edu:8181/data/all/283325.pdf,,,,,,,
162073,http://tarski.cs-i.brandeis.edu:8181/data/all/162073.pdf,,,,,,,
30482,http://tarski.cs-i.brandeis.edu:8181/data/all/30482.pdf,,,,,,,
7078,http://tarski.cs-i.brandeis.edu:8181/data/all/7078.pdf,,,,,,,
32685,http://tarski.cs-i.brandeis.edu:8181/data/all/32685.pdf,,,,,,,
307406,http://tarski.cs-i.brandeis.edu:8181/data/all/307406.pdf,,,,,,,
26110,http://tarski.cs-i.brandeis.edu:8181/data/all/26110.pdf,,,,,,,
320951,http://tarski.cs-i.brandeis.edu:8181/data/all/320951.pdf,,,,,,,
744,http://tarski.cs-i.brandeis.edu:8181/data/all/744.pdf,,,,,,,
300471,http://tarski.cs-i.brandeis.edu:8181/data/all/300471.pdf,,,,,,,
308362,http://tarski.cs-i.brandeis.edu:8181/data/all/308362.pdf,,,,,,,
2329,http://tarski.cs-i.brandeis.edu:8181/data/all/2329.pdf,,,,,,,
4379,http://tarski.cs-i.brandeis.edu:8181/data/all/4379.pdf,,,,,,,
30805,http://tarski.cs-i.brandeis.edu:8181/data/all/30805.pdf,,,,,,,
44233,http://tarski.cs-i.brandeis.edu:8181/data/all/44233.pdf,,,,,,,
1504,http://tarski.cs-i.brandeis.edu:8181/data/all/1504.pdf,,,,,,,
10673,http://tarski.cs-i.brandeis.edu:8181/data/all/10673.pdf,,,,,,,
130875,http://tarski.cs-i.brandeis.edu:8181/data/all/130875.pdf,,,,,,,
119047,http://tarski.cs-i.brandeis.edu:8181/data/all/119047.pdf,,,,,,,
131154,http://tarski.cs-i.brandeis.edu:8181/data/all/131154.pdf,,,,,,,
30047,http://tarski.cs-i.brandeis.edu:8181/data/all/30047.pdf,,,,,,,
318216,http://tarski.cs-i.brandeis.edu:8181/data/all/318216.pdf,,,,,,,
4391,http://tarski.cs-i.brandeis.edu:8181/data/all/4391.pdf,,,,,,,
5446,http://tarski.cs-i.brandeis.edu:8181/data/all/5446.pdf,,,,,,,
313820,http://tarski.cs-i.brandeis.edu:8181/data/all/313820.pdf,,,,,,,
2105,http://tarski.cs-i.brandeis.edu:8181/data/all/2105.pdf,,,,,,,
1990,http://tarski.cs-i.brandeis.edu:8181/data/all/1990.pdf,,,,,,,
117,http://tarski.cs-i.brandeis.edu:8181/data/all/117.pdf,,,,,,,
11045,http://tarski.cs-i.brandeis.edu:8181/data/all/11045.pdf,,,,,,,
5170,http://tarski.cs-i.brandeis.edu:8181/data/all/5170.pdf,,,,,,,
300543,http://tarski.cs-i.brandeis.edu:8181/data/all/300543.pdf,,,,,,,
7378,http://tarski.cs-i.brandeis.edu:8181/data/all/7378.pdf,,,,,,,
310019,http://tarski.cs-i.brandeis.edu:8181/data/all/310019.pdf,,,,,,,
20869,http://tarski.cs-i.brandeis.edu:8181/data/all/20869.pdf,,,,,,,
28525,http://tarski.cs-i.brandeis.edu:8181/data/all/28525.pdf,,,,,,,
278005,http://tarski.cs-i.brandeis.edu:8181/data/all/278005.pdf,,,,,,,
18683,http://tarski.cs-i.brandeis.edu:8181/data/all/18683.pdf,,,,,,,
12037,http://tarski.cs-i.brandeis.edu:8181/data/all/12037.pdf,,,,,,,
12369,http://tarski.cs-i.brandeis.edu:8181/data/all/12369.pdf,,,,,,,
4700,http://tarski.cs-i.brandeis.edu:8181/data/all/4700.pdf,,,,,,,
30710,http://tarski.cs-i.brandeis.edu:8181/data/all/30710.pdf,,,,,,,
143706,http://tarski.cs-i.brandeis.edu:8181/data/all/143706.pdf,,,,,,,
1272,http://tarski.cs-i.brandeis.edu:8181/data/all/1272.pdf,,,,,,,
2236,http://tarski.cs-i.brandeis.edu:8181/data/all/2236.pdf,,,,,,,
3493,http://tarski.cs-i.brandeis.edu:8181/data/all/3493.pdf,,,,,,,
5150,http://tarski.cs-i.brandeis.edu:8181/data/all/5150.pdf,,,,,,,
269184,http://tarski.cs-i.brandeis.edu:8181/data/all/269184.pdf,,,,,,,
132574,http://tarski.cs-i.brandeis.edu:8181/data/all/132574.pdf,,,,,,,
147053,http://tarski.cs-i.brandeis.edu:8181/data/all/147053.pdf,,,,,,,
322766,http://tarski.cs-i.brandeis.edu:8181/data/all/322766.pdf,,,,,,,
25896,http://tarski.cs-i.brandeis.edu:8181/data/all/25896.pdf,,,,,,,
28340,http://tarski.cs-i.brandeis.edu:8181/data/all/28340.pdf,,,,,,,
1319,http://tarski.cs-i.brandeis.edu:8181/data/all/1319.pdf,,,,,,,
766,http://tarski.cs-i.brandeis.edu:8181/data/all/766.pdf,,,,,,,
31279,http://tarski.cs-i.brandeis.edu:8181/data/all/31279.pdf,,,,,,,
2555,http://tarski.cs-i.brandeis.edu:8181/data/all/2555.pdf,,,,,,,
38907,http://tarski.cs-i.brandeis.edu:8181/data/all/38907.pdf,,,,,,,
5161,http://tarski.cs-i.brandeis.edu:8181/data/all/5161.pdf,,,,,,,
83,http://tarski.cs-i.brandeis.edu:8181/data/all/83.pdf,,,,,,,
55,http://tarski.cs-i.brandeis.edu:8181/data/all/55.pdf,,,,,,,
6372,http://tarski.cs-i.brandeis.edu:8181/data/all/6372.pdf,,,,,,,
22405,http://tarski.cs-i.brandeis.edu:8181/data/all/22405.pdf,,,,,,,
17467,http://tarski.cs-i.brandeis.edu:8181/data/all/17467.pdf,,,,,,,
26316,http://tarski.cs-i.brandeis.edu:8181/data/all/26316.pdf,,,,,,,
299589,http://tarski.cs-i.brandeis.edu:8181/data/all/299589.pdf,,,,,,,
255572,http://tarski.cs-i.brandeis.edu:8181/data/all/255572.pdf,,,,,,,
161286,http://tarski.cs-i.brandeis.edu:8181/data/all/161286.pdf,,,,,,,
28387,http://tarski.cs-i.brandeis.edu:8181/data/all/28387.pdf,,,,,,,
283229,http://tarski.cs-i.brandeis.edu:8181/data/all/283229.pdf,,,,,,,
12664,http://tarski.cs-i.brandeis.edu:8181/data/all/12664.pdf,,,,,,,
1972,http://tarski.cs-i.brandeis.edu:8181/data/all/1972.pdf,,,,,,,
11068,http://tarski.cs-i.brandeis.edu:8181/data/all/11068.pdf,,,,,,,
12653,http://tarski.cs-i.brandeis.edu:8181/data/all/12653.pdf,,,,,,,
327945,http://tarski.cs-i.brandeis.edu:8181/data/all/327945.pdf,,,,,,,
263225,http://tarski.cs-i.brandeis.edu:8181/data/all/263225.pdf,,,,,,,
124755,http://tarski.cs-i.brandeis.edu:8181/data/all/124755.pdf,,,,,,,
27362,http://tarski.cs-i.brandeis.edu:8181/data/all/27362.pdf,,,,,,,
27316,http://tarski.cs-i.brandeis.edu:8181/data/all/27316.pdf,,,,,,,
20558,http://tarski.cs-i.brandeis.edu:8181/data/all/20558.pdf,,,,,,,
12594,http://tarski.cs-i.brandeis.edu:8181/data/all/12594.pdf,,,,,,,
28894,http://tarski.cs-i.brandeis.edu:8181/data/all/28894.pdf,,,,,,,
329347,http://tarski.cs-i.brandeis.edu:8181/data/all/329347.pdf,,,,,,,
190,http://tarski.cs-i.brandeis.edu:8181/data/all/190.pdf,,,,,,,
19266,http://tarski.cs-i.brandeis.edu:8181/data/all/19266.pdf,,,,,,,
354,http://tarski.cs-i.brandeis.edu:8181/data/all/354.pdf,,,,,,,
6576,http://tarski.cs-i.brandeis.edu:8181/data/all/6576.pdf,,,,,,,
150,http://tarski.cs-i.brandeis.edu:8181/data/all/150.pdf,,,,,,,
6253,http://tarski.cs-i.brandeis.edu:8181/data/all/6253.pdf,,,,,,,
307160,http://tarski.cs-i.brandeis.edu:8181/data/all/307160.pdf,,,,,,,
2528,http://tarski.cs-i.brandeis.edu:8181/data/all/2528.pdf,,,,,,,
6306,http://tarski.cs-i.brandeis.edu:8181/data/all/6306.pdf,,,,,,,
9419,http://tarski.cs-i.brandeis.edu:8181/data/all/9419.pdf,,,,,,,
1661,http://tarski.cs-i.brandeis.edu:8181/data/all/1661.pdf,,,,,,,
285703,http://tarski.cs-i.brandeis.edu:8181/data/all/285703.pdf,,,,,,,
232,http://tarski.cs-i.brandeis.edu:8181/data/all/232.pdf,,,,,,,
128144,http://tarski.cs-i.brandeis.edu:8181/data/all/128144.pdf,,,,,,,
11553,http://tarski.cs-i.brandeis.edu:8181/data/all/11553.pdf,,,,,,,
139822,http://tarski.cs-i.brandeis.edu:8181/data/all/139822.pdf,,,,,,,
31116,http://tarski.cs-i.brandeis.edu:8181/data/all/31116.pdf,,,,,,,
39452,http://tarski.cs-i.brandeis.edu:8181/data/all/39452.pdf,,,,,,,
317140,http://tarski.cs-i.brandeis.edu:8181/data/all/317140.pdf,,,,,,,
262568,http://tarski.cs-i.brandeis.edu:8181/data/all/262568.pdf,,,,,,,
53,http://tarski.cs-i.brandeis.edu:8181/data/all/53.pdf,,,,,,,
19550,http://tarski.cs-i.brandeis.edu:8181/data/all/19550.pdf,,,,,,,
187,http://tarski.cs-i.brandeis.edu:8181/data/all/187.pdf,,,,,,,
21458,http://tarski.cs-i.brandeis.edu:8181/data/all/21458.pdf,,,,,,,
5156,http://tarski.cs-i.brandeis.edu:8181/data/all/5156.pdf,,,,,,,
4822,http://tarski.cs-i.brandeis.edu:8181/data/all/4822.pdf,,,,,,,
6723,http://tarski.cs-i.brandeis.edu:8181/data/all/6723.pdf,,,,,,,
39051,http://tarski.cs-i.brandeis.edu:8181/data/all/39051.pdf,,,,,,,
144945,http://tarski.cs-i.brandeis.edu:8181/data/all/144945.pdf,,,,,,,
124047,http://tarski.cs-i.brandeis.edu:8181/data/all/124047.pdf,,,,,,,
32730,http://tarski.cs-i.brandeis.edu:8181/data/all/32730.pdf,,,,,,,
25859,http://tarski.cs-i.brandeis.edu:8181/data/all/25859.pdf,,,,,,,
6345,http://tarski.cs-i.brandeis.edu:8181/data/all/6345.pdf,,,,,,,
35393,http://tarski.cs-i.brandeis.edu:8181/data/all/35393.pdf,,,,,,,
262758,http://tarski.cs-i.brandeis.edu:8181/data/all/262758.pdf,,,,,,,
323380,http://tarski.cs-i.brandeis.edu:8181/data/all/323380.pdf,,,,,,,
25083,http://tarski.cs-i.brandeis.edu:8181/data/all/25083.pdf,,,,,,,
128969,http://tarski.cs-i.brandeis.edu:8181/data/all/128969.pdf,,,,,,,
19620,http://tarski.cs-i.brandeis.edu:8181/data/all/19620.pdf,,,,,,,
17290,http://tarski.cs-i.brandeis.edu:8181/data/all/17290.pdf,,,,,,,
11194,http://tarski.cs-i.brandeis.edu:8181/data/all/11194.pdf,,,,,,,
2956,http://tarski.cs-i.brandeis.edu:8181/data/all/2956.pdf,,,,,,,
11910,http://tarski.cs-i.brandeis.edu:8181/data/all/11910.pdf,,,,,,,
272,http://tarski.cs-i.brandeis.edu:8181/data/all/272.pdf,,,,,,,
4895,http://tarski.cs-i.brandeis.edu:8181/data/all/4895.pdf,,,,,,,
282894,http://tarski.cs-i.brandeis.edu:8181/data/all/282894.pdf,,,,,,,
44840,http://tarski.cs-i.brandeis.edu:8181/data/all/44840.pdf,,,,,,,
297853,http://tarski.cs-i.brandeis.edu:8181/data/all/297853.pdf,,,,,,,
330075,http://tarski.cs-i.brandeis.edu:8181/data/all/330075.pdf,,,,,,,
27234,http://tarski.cs-i.brandeis.edu:8181/data/all/27234.pdf,,,,,,,
320759,http://tarski.cs-i.brandeis.edu:8181/data/all/320759.pdf,,,,,,,
29669,http://tarski.cs-i.brandeis.edu:8181/data/all/29669.pdf,,,,,,,
27087,http://tarski.cs-i.brandeis.edu:8181/data/all/27087.pdf,,,,,,,
30480,http://tarski.cs-i.brandeis.edu:8181/data/all/30480.pdf,,,,,,,
2672,http://tarski.cs-i.brandeis.edu:8181/data/all/2672.pdf,,,,,,,
310005,http://tarski.cs-i.brandeis.edu:8181/data/all/310005.pdf,,,,,,,
44423,http://tarski.cs-i.brandeis.edu:8181/data/all/44423.pdf,,,,,,,
255394,http://tarski.cs-i.brandeis.edu:8181/data/all/255394.pdf,,,,,,,
10964,http://tarski.cs-i.brandeis.edu:8181/data/all/10964.pdf,,,,,,,
372,http://tarski.cs-i.brandeis.edu:8181/data/all/372.pdf,,,,,,,
285,http://tarski.cs-i.brandeis.edu:8181/data/all/285.pdf,,,,,,,
128912,http://tarski.cs-i.brandeis.edu:8181/data/all/128912.pdf,,,,,,,
307116,http://tarski.cs-i.brandeis.edu:8181/data/all/307116.pdf,,,,,,,
10985,http://tarski.cs-i.brandeis.edu:8181/data/all/10985.pdf,,,,,,,
145420,http://tarski.cs-i.brandeis.edu:8181/data/all/145420.pdf,,,,,,,
306592,http://tarski.cs-i.brandeis.edu:8181/data/all/306592.pdf,,,,,,,
28024,http://tarski.cs-i.brandeis.edu:8181/data/all/28024.pdf,,,,,,,
26863,http://tarski.cs-i.brandeis.edu:8181/data/all/26863.pdf,,,,,,,
12366,http://tarski.cs-i.brandeis.edu:8181/data/all/12366.pdf,,,,,,,
11215,http://tarski.cs-i.brandeis.edu:8181/data/all/11215.pdf,,,,,,,
38646,http://tarski.cs-i.brandeis.edu:8181/data/all/38646.pdf,,,,,,,
11408,http://tarski.cs-i.brandeis.edu:8181/data/all/11408.pdf,,,,,,,
269657,http://tarski.cs-i.brandeis.edu:8181/data/all/269657.pdf,,,,,,,
12207,http://tarski.cs-i.brandeis.edu:8181/data/all/12207.pdf,,,,,,,
20827,http://tarski.cs-i.brandeis.edu:8181/data/all/20827.pdf,,,,,,,
329397,http://tarski.cs-i.brandeis.edu:8181/data/all/329397.pdf,,,,,,,
8150,http://tarski.cs-i.brandeis.edu:8181/data/all/8150.pdf,,,,,,,
30587,http://tarski.cs-i.brandeis.edu:8181/data/all/30587.pdf,,,,,,,
2065,http://tarski.cs-i.brandeis.edu:8181/data/all/2065.pdf,,,,,,,
30765,http://tarski.cs-i.brandeis.edu:8181/data/all/30765.pdf,,,,,,,
39610,http://tarski.cs-i.brandeis.edu:8181/data/all/39610.pdf,,,,,,,
286093,http://tarski.cs-i.brandeis.edu:8181/data/all/286093.pdf,,,,,,,
10999,http://tarski.cs-i.brandeis.edu:8181/data/all/10999.pdf,,,,,,,
3565,http://tarski.cs-i.brandeis.edu:8181/data/all/3565.pdf,,,,,,,
7887,http://tarski.cs-i.brandeis.edu:8181/data/all/7887.pdf,,,,,,,
11001,http://tarski.cs-i.brandeis.edu:8181/data/all/11001.pdf,,,,,,,
329658,http://tarski.cs-i.brandeis.edu:8181/data/all/329658.pdf,,,,,,,
32153,http://tarski.cs-i.brandeis.edu:8181/data/all/32153.pdf,,,,,,,
146996,http://tarski.cs-i.brandeis.edu:8181/data/all/146996.pdf,,,,,,,
146616,http://tarski.cs-i.brandeis.edu:8181/data/all/146616.pdf,,,,,,,
162698,http://tarski.cs-i.brandeis.edu:8181/data/all/162698.pdf,,,,,,,
863,http://tarski.cs-i.brandeis.edu:8181/data/all/863.pdf,,,,,,,
27713,http://tarski.cs-i.brandeis.edu:8181/data/all/27713.pdf,,,,,,,
31228,http://tarski.cs-i.brandeis.edu:8181/data/all/31228.pdf,,,,,,,
18952,http://tarski.cs-i.brandeis.edu:8181/data/all/18952.pdf,,,,,,,
2259,http://tarski.cs-i.brandeis.edu:8181/data/all/2259.pdf,,,,,,,
27134,http://tarski.cs-i.brandeis.edu:8181/data/all/27134.pdf,,,,,,,
17683,http://tarski.cs-i.brandeis.edu:8181/data/all/17683.pdf,,,,,,,
29249,http://tarski.cs-i.brandeis.edu:8181/data/all/29249.pdf,,,,,,,
27347,http://tarski.cs-i.brandeis.edu:8181/data/all/27347.pdf,,,,,,,
10594,http://tarski.cs-i.brandeis.edu:8181/data/all/10594.pdf,,,,,,,
39876,http://tarski.cs-i.brandeis.edu:8181/data/all/39876.pdf,,,,,,,
307376,http://tarski.cs-i.brandeis.edu:8181/data/all/307376.pdf,,,,,,,
23203,http://tarski.cs-i.brandeis.edu:8181/data/all/23203.pdf,,,,,,,
161519,http://tarski.cs-i.brandeis.edu:8181/data/all/161519.pdf,,,,,,,
144453,http://tarski.cs-i.brandeis.edu:8181/data/all/144453.pdf,,,,,,,
12640,http://tarski.cs-i.brandeis.edu:8181/data/all/12640.pdf,,,,,,,
316795,http://tarski.cs-i.brandeis.edu:8181/data/all/316795.pdf,,,,,,,
353,http://tarski.cs-i.brandeis.edu:8181/data/all/353.pdf,,,,,,,
35733,http://tarski.cs-i.brandeis.edu:8181/data/all/35733.pdf,,,,,,,
27970,http://tarski.cs-i.brandeis.edu:8181/data/all/27970.pdf,,,,,,,
2240,http://tarski.cs-i.brandeis.edu:8181/data/all/2240.pdf,,,,,,,
1529,http://tarski.cs-i.brandeis.edu:8181/data/all/1529.pdf,,,,,,,
21901,http://tarski.cs-i.brandeis.edu:8181/data/all/21901.pdf,,,,,,,
299928,http://tarski.cs-i.brandeis.edu:8181/data/all/299928.pdf,,,,,,,
9178,http://tarski.cs-i.brandeis.edu:8181/data/all/9178.pdf,,,,,,,
173,http://tarski.cs-i.brandeis.edu:8181/data/all/173.pdf,,,,,,,
7868,http://tarski.cs-i.brandeis.edu:8181/data/all/7868.pdf,,,,,,,
298116,http://tarski.cs-i.brandeis.edu:8181/data/all/298116.pdf,,,,,,,
19161,http://tarski.cs-i.brandeis.edu:8181/data/all/19161.pdf,,,,,,,
10994,http://tarski.cs-i.brandeis.edu:8181/data/all/10994.pdf,,,,,,,
4847,http://tarski.cs-i.brandeis.edu:8181/data/all/4847.pdf,,,,,,,
287479,http://tarski.cs-i.brandeis.edu:8181/data/all/287479.pdf,,,,,,,
327244,http://tarski.cs-i.brandeis.edu:8181/data/all/327244.pdf,,,,,,,
329401,http://tarski.cs-i.brandeis.edu:8181/data/all/329401.pdf,,,,,,,
3177,http://tarski.cs-i.brandeis.edu:8181/data/all/3177.pdf,,,,,,,
18286,http://tarski.cs-i.brandeis.edu:8181/data/all/18286.pdf,,,,,,,
16966,http://tarski.cs-i.brandeis.edu:8181/data/all/16966.pdf,,,,,,,
161317,http://tarski.cs-i.brandeis.edu:8181/data/all/161317.pdf,,,,,,,
12467,http://tarski.cs-i.brandeis.edu:8181/data/all/12467.pdf,,,,,,,
17943,http://tarski.cs-i.brandeis.edu:8181/data/all/17943.pdf,,,,,,,
27455,http://tarski.cs-i.brandeis.edu:8181/data/all/27455.pdf,,,,,,,
411,http://tarski.cs-i.brandeis.edu:8181/data/all/411.pdf,,,,,,,
27195,http://tarski.cs-i.brandeis.edu:8181/data/all/27195.pdf,,,,,,,
31746,http://tarski.cs-i.brandeis.edu:8181/data/all/31746.pdf,,,,,,,
267184,http://tarski.cs-i.brandeis.edu:8181/data/all/267184.pdf,,,,,,,
174,http://tarski.cs-i.brandeis.edu:8181/data/all/174.pdf,,,,,,,
308532,http://tarski.cs-i.brandeis.edu:8181/data/all/308532.pdf,,,,,,,
10941,http://tarski.cs-i.brandeis.edu:8181/data/all/10941.pdf,,,,,,,
29664,http://tarski.cs-i.brandeis.edu:8181/data/all/29664.pdf,,,,,,,
52,http://tarski.cs-i.brandeis.edu:8181/data/all/52.pdf,,,,,,,
257253,http://tarski.cs-i.brandeis.edu:8181/data/all/257253.pdf,,,,,,,
262327,http://tarski.cs-i.brandeis.edu:8181/data/all/262327.pdf,,,,,,,
3165,http://tarski.cs-i.brandeis.edu:8181/data/all/3165.pdf,,,,,,,
12133,http://tarski.cs-i.brandeis.edu:8181/data/all/12133.pdf,,,,,,,
161679,http://tarski.cs-i.brandeis.edu:8181/data/all/161679.pdf,,,,,,,
18049,http://tarski.cs-i.brandeis.edu:8181/data/all/18049.pdf,,,,,,,
27999,http://tarski.cs-i.brandeis.edu:8181/data/all/27999.pdf,,,,,,,
299635,http://tarski.cs-i.brandeis.edu:8181/data/all/299635.pdf,,,,,,,
144204,http://tarski.cs-i.brandeis.edu:8181/data/all/144204.pdf,,,,,,,
172,http://tarski.cs-i.brandeis.edu:8181/data/all/172.pdf,,,,,,,
1533,http://tarski.cs-i.brandeis.edu:8181/data/all/1533.pdf,,,,,,,
12157,http://tarski.cs-i.brandeis.edu:8181/data/all/12157.pdf,,,,,,,
310055,http://tarski.cs-i.brandeis.edu:8181/data/all/310055.pdf,,,,,,,
199,http://tarski.cs-i.brandeis.edu:8181/data/all/199.pdf,,,,,,,
25900,http://tarski.cs-i.brandeis.edu:8181/data/all/25900.pdf,,,,,,,
113,http://tarski.cs-i.brandeis.edu:8181/data/all/113.pdf,,,,,,,
296668,http://tarski.cs-i.brandeis.edu:8181/data/all/296668.pdf,,,,,,,
6783,http://tarski.cs-i.brandeis.edu:8181/data/all/6783.pdf,,,,,,,
330039,http://tarski.cs-i.brandeis.edu:8181/data/all/330039.pdf,,,,,,,
328951,http://tarski.cs-i.brandeis.edu:8181/data/all/328951.pdf,,,,,,,
1021,http://tarski.cs-i.brandeis.edu:8181/data/all/1021.pdf,,,,,,,
39347,http://tarski.cs-i.brandeis.edu:8181/data/all/39347.pdf,,,,,,,
256019,http://tarski.cs-i.brandeis.edu:8181/data/all/256019.pdf,,,,,,,
128447,http://tarski.cs-i.brandeis.edu:8181/data/all/128447.pdf,,,,,,,
261517,http://tarski.cs-i.brandeis.edu:8181/data/all/261517.pdf,,,,,,,
28760,http://tarski.cs-i.brandeis.edu:8181/data/all/28760.pdf,,,,,,,
17914,http://tarski.cs-i.brandeis.edu:8181/data/all/17914.pdf,,,,,,,
2909,http://tarski.cs-i.brandeis.edu:8181/data/all/2909.pdf,,,,,,,
11566,http://tarski.cs-i.brandeis.edu:8181/data/all/11566.pdf,,,,,,,
138331,http://tarski.cs-i.brandeis.edu:8181/data/all/138331.pdf,,,,,,,
2280,http://tarski.cs-i.brandeis.edu:8181/data/all/2280.pdf,,,,,,,
36815,http://tarski.cs-i.brandeis.edu:8181/data/all/36815.pdf,,,,,,,
138294,http://tarski.cs-i.brandeis.edu:8181/data/all/138294.pdf,,,,,,,
6900,http://tarski.cs-i.brandeis.edu:8181/data/all/6900.pdf,,,,,,,
29618,http://tarski.cs-i.brandeis.edu:8181/data/all/29618.pdf,,,,,,,
2077,http://tarski.cs-i.brandeis.edu:8181/data/all/2077.pdf,,,,,,,
310427,http://tarski.cs-i.brandeis.edu:8181/data/all/310427.pdf,,,,,,,
7485,http://tarski.cs-i.brandeis.edu:8181/data/all/7485.pdf,,,,,,,
31514,http://tarski.cs-i.brandeis.edu:8181/data/all/31514.pdf,,,,,,,
65,http://tarski.cs-i.brandeis.edu:8181/data/all/65.pdf,,,,,,,
20939,http://tarski.cs-i.brandeis.edu:8181/data/all/20939.pdf,,,,,,,
299611,http://tarski.cs-i.brandeis.edu:8181/data/all/299611.pdf,,,,,,,
6182,http://tarski.cs-i.brandeis.edu:8181/data/all/6182.pdf,,,,,,,
147145,http://tarski.cs-i.brandeis.edu:8181/data/all/147145.pdf,,,,,,,
318048,http://tarski.cs-i.brandeis.edu:8181/data/all/318048.pdf,,,,,,,
